TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2018-02-03,TIMES NEWSPAPERS LTD,10085250,Subscriptions to pro bodies,26
2018-02-07,ENVATOMARKET39661461,10085250,Computer Hardware/Software,84.59
2018-02-07,ENVATOMARKET39664101,10085250,Computer Hardware/Software,34.73
2018-02-09,ENVATOMARKET39706625,10085250,Computer Hardware/Software,31.38
2018-02-12,PIKTOCHART,10085250,Computer Hardware/Software,21.64
2018-02-13,SALES@AIRSQUIRRELS.COM,10085250,Computer Hardware/Software,13.38
2018-02-09,BECKETTS SANDWICH,10085150,Subsis day time meal allowance,2.95
2018-02-19,MCDONALDS,10085150,Subsis day time meal allowance,4.99
2018-02-21,AMAZON SVCS EU-UK AMAZ,10085150,Computer Consumables,37.95
2018-02-23,MCDONALDS,10085150,Subsis day time meal allowance,4.99
2018-02-28,POST OFFICE COUNTER,10085150,Postal Charges,3.62
2018-02-01,GENERAL ASSEMBLY SPACE,10085545,Staff training: Region & HQ Admin,26.25
2018-02-20,CLOUDFLARE,10085545,Project Programme Expenditure,148.04
2018-02-01,POST OFFICE COUNTER,10085150,Postal Charges,14.73
2018-02-05,POST OFFICE COUNTER,10085150,Postal Charges,2.08
2018-02-06,MCDONALDS,10085150,Subsistence 24 hour subsistence,4.99
2018-02-07,IBIS BIRMINGHAM BORDES,10085150,Subsistence 24 hour subsistence,12.45
2018-02-08,MCDONALDS,10085150,Subsistence 24 hour subsistence,3.38
2018-02-09,POST OFFICE COUNTER,10085150,Postal Charges,3.9
2018-02-13,HOLIDAY INN TAUNTO,10085150,Subsis incidental personal expens,7.7
2018-02-13,MCDONALDS,10085150,Subsis day time meal allowance,3.08
2018-02-20,HAYNES MOTOR MUSEU,10085150,Subsis day time meal allowance,3.75
2018-02-20,POST OFFICE COUNTER,10085150,Postal Charges,2.08
2018-02-23,PARK INN BIRMINGHAM W,10085150,Subsistence 24 hour subsistence,21
2018-02-27,POST OFFICE COUNTER,10085150,Postal Charges,2.08
2018-02-05,POST OFFICE COUNTER,10085150,Postal Charges,12.98
2018-02-07,POST OFFICE COUNTER,10085150,Postal Charges,7.14
2018-02-12,POST OFFICE COUNTER,10085150,Postal Charges,2.4
2018-02-14,POST OFFICE COUNTER,10085150,Postal Charges,2.9
