TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2017-04-20,MCDONALDS,10085150,Subsis day time meal allowance,4.99
2017-04-24,POST OFFICE COUNTER,10085150,Postal Charges,6.5
2017-04-25,MCDONALDS,10085150,Subsis day time meal allowance,4.79
2017-04-25,SEVERN RIVER CROSSIN P,10085150,Travel UK Other Travel,6.7
2017-04-27,MCDONALDS,10085150,Subsis day time meal allowance,4.79
2017-04-27,SEVERN RIVER CROSSIN P,10085150,Travel UK Other Travel,6.7
2017-04-20,CLOUDFLARE,10085545,Project Programme Expenditure,161.35
2017-04-04,THE POST OFFICE,10085150,Postal Charges,7.8
2017-04-11,THE POST OFFICE,10085150,Postal Charges,6.5
2017-04-24,DUNKERLEYS,10085150,Subsistence 24 hour subsistence,25
2017-04-25,HEY HEY CHINESE TAKEAW,10085150,Subsistence 24 hour subsistence,25
2017-04-26,DINE INDIA,10085150,Subsistence 24 hour subsistence,25
2017-04-27,M6 TOLL,10085150,Travel UK Other Travel,5.5
2017-04-04,WWW.CATALOGUE.WLPVP.CO,10085211,Stationery,26.68
2017-04-06,NEW SOUTHERN RAILW,10085250,Subsis incidental personal expens,15.7
2017-04-06,STARBUCKS,10085250,Subsis incidental personal expens,3.84
2017-04-06,TRAINLINE,10085250,Subsis incidental personal expens,16.01
2017-04-06,WAGAMAMA,10085250,Subsis incidental personal expens,15
2017-04-06,WWW.BELFASTAIRPORT.COM,10085250,Subsis incidental personal expens,17.99
2017-04-19,WWW.BELFASTAIRPORT.COM,10085250,Subsis incidental personal expens,32.99
2017-04-20,TRAINLINE,10085250,Subsis incidental personal expens,20.3
2017-04-20,PIZZA EXPRESS,10085250,Subsis incidental personal expens,18
2017-04-20,EAT,10085250,Subsis incidental personal expens,8
2017-04-21,LEON KINGSWAY,10085250,Subsis incidental personal expens,7.25
2017-04-25,LUL TICKET MACHINE,10085250,Subsis incidental personal expens,30
2017-04-25,PIZZA EXPRESS,10085250,Subsis incidental personal expens,35.95
2017-04-25,TRAINLINE,10085250,Subsis incidental personal expens,40.6
2017-04-26,CHICKEN SHOP HOLBORN,10085250,Subsis incidental personal expens,21.38
2017-04-26,EAT,10085250,Subsis incidental personal expens,4.7
2017-04-27,NEW SOUTHERN RAILW,10085250,Subsis incidental personal expens,15.7
2017-04-27,SHAKE A HULA 1559,10085250,Subsis incidental personal expens,8.7
2017-04-03,CULLODEN HOTEL,10085820,Actual Bed and breakfast costs,85
2017-04-12,KILLYHEVLIN HOTEL,10085820,Subsistence Lodging allowance,50
2017-04-25,LUL TICKET MACHINE,10085820,Travel UK Taxi/Bus/Tube,20
2017-04-26,LONDON & SOUTH EAS,10085820,Rail Travel,19.9
2017-04-26,PRET A MANGER,10085820,Subsistence 24 hour subsistence,10.09
2017-04-29,TRAINLINE,10085820,Rail Travel,36.72
2017-04-30,CUSTOMER THERMOMETER,10085510,Incidental expenses,35.21
2017-04-28,OYSTER RENEW WEB,10085510,Travel UK Taxi/Bus/Tube,20
2017-04-01,AMAZON UK MARKETPLACE,10085541,Computer Consumables,795.99
2017-04-02,GOOGLE  SVCSAPPS_FSA-E,10085541,IT Software Licences,62.7
2017-04-08,MAPLIN ROTHERHAM S63,10085541,Computer Consumables,149.94
2017-04-09,AMAZON UK RETAIL AMAZO,10085541,Computer Consumables,93.98
2017-04-26,MSFT  <E04003O0BF>,10085541,IT Software Licences,326.69
2017-04-28,MAPLIN ROTHERHAM S63,10085541,Computer Consumables,722.4
2017-04-05,SURVEYMONKEY.COM,10085721,Project Programme Expenditure,24
2017-04-25,CHEZ MAMIE,10085332,Subsistence 24 hour subsistence,31
2017-04-27,THE FARMERS CLUB,10085332,Subsistence 24 hour subsistence,145
2017-04-09,CUSTOMER THERMOMETER,10085580,Incidental expenses,21.69
2017-04-09,CUSTOMER THERMOMETER,10085580,Incidental expenses,21.69
2017-04-12,DISCLOSURE SCOT,10085580,Recruitment & advertising charges,25
2017-04-12,DISCLOSURE SCOT,10085580,Recruitment & advertising charges,25
2017-04-19,DISCLOSURE SCOT,10085580,Recruitment & advertising charges,25
2017-04-05,IKEA LIMITED,10085330,Furniture fittings & misc supply,60
2017-04-05,IKEA LIMITED,10085330,Furniture fittings & misc supply,55
2017-04-20,PP VALUECABSLI,10085330,Travel UK Taxi/Bus/Tube,11.65
2017-04-20,TRAFFORD CARS LTD,10085330,Travel UK Taxi/Bus/Tube,15.75
2017-04-21,IZ  KURY HUT,10085330,Travel UK Taxi/Bus/Tube,29
2017-04-21,PP VALUECABSLI,10085330,Travel UK Taxi/Bus/Tube,7.7
2017-04-28,NCP LIMITED,10085330,Travel UK Other Travel,15.5
2017-04-11,APCOA - NWR LEEDS,10085510,Travel UK Other Travel,19
2017-04-25,LUCIA PATISSERIE,10085510,Subsistence - Hospitality,250
2017-04-26,PARK INN YORK,10085510,Travel UK Other Travel,12
2017-04-11,APCOA - OFF STREET,10085347,Travel UK Other Travel,5.1
2017-04-12,CAFE IN THE GARDEN,10085820,Subsis day time meal allowance,8.4
2017-04-12,EAT,10085820,Subsistence 24 hour subsistence,9.39
2017-04-25,PRET A MANGER,10085820,Subsis day time meal allowance,5.75
2017-04-03,LA SALLE,10085820,Subsistence 24 hour subsistence,9
2017-04-03,THE FARMERS CLUB,10085110,Actual Bed and breakfast costs,148.5
2017-04-05,APCOA - OFF STREET,10085460,Travel UK Other Travel,4.2
2017-04-08,OYSTER AUTOTOPUP,10085460,Travel UK Taxi/Bus/Tube,20
2017-04-12,OYSTER BUS AUTOTOP,10085120,Travel UK Taxi/Bus/Tube,20
2017-04-13,THE FARMERS CLUB,10085120,Actual Bed and breakfast costs,105.5
2017-04-13,INSTIT OF OCCPTNL SAFE,10085460,Subscriptions to pro bodies,140
2017-04-20,KINGSWAY HALL HOTE,10085110,Conference & meeting facilities,579
2017-04-26,APCOA - OFF STREET,10085460,Travel UK Other Travel,4.4
2017-04-10,HOTEL LEOPOLD BRUSSELS,10085211,EC Actual Bed & Breakfast Costs,300.29
2017-04-18,STANHOPE HTL-MICROS,10085211,Other Travel,-132.95
2017-04-25,CONTINENTAL BAR 1957,10085411,Subsis day time meal allowance,2.2
2017-04-25,GO METRO GARE DU MIDI,10085211,Other Travel,3.69
2017-04-25,M&S SIMPLY FOOD - SSP,10085411,Subsis day time meal allowance,16.75
2017-04-26,HOTEL LEOPOLD BRUSSELS,10085211,Other Travel,3.51
2017-04-03,TV LICENSING,10085543,Other Accommodation Costs,147
2017-04-10,TMR EXECUTIVE AGENCY L,10085543,Other Accommodation Costs,239.4
2017-04-10,KALAMAZOO SECURE LTD,10085543,Other Accommodation Costs,86.39
2017-04-19,TMR EXECUTIVE AGENCY L,10085543,Other Accommodation Costs,189.54
2017-04-27,TMR EXECUTIVE AGENCY L,10085543,Other Accommodation Costs,901.1
2017-04-27,WWW.OFCOM.ORG.UK,10085543,Other Accommodation Costs,75
2017-04-19,WALES REGION,10085722,Conference & meeting facilities,860
2017-04-03,AMAZON UK MARKETPLACE,10085721,Stationery,3.8
2017-04-30,FACEBK  SXZF5DAAE2,10085721,Publication & translation service,13.67
2017-04-03,GWR SWINDON FH,10085452,Subsis day time meal allowance,4.5
2017-04-05,RBS,10085530,Incidental expenses,44.52
2017-04-05,RBS,10085530,Incidental expenses,12
2017-04-05,RBS,10085530,Incidental expenses,-44.52
2017-04-05,RBS,10085530,Incidental expenses,-12
2017-04-18,RBS,10085530,Incidental expenses,-37.76
2017-04-18,RBS,10085530,Incidental expenses,-12
2017-04-20,RBS,10085530,Incidental expenses,-12
2017-04-20,RBS,10085530,Incidental expenses,-164.13
2017-04-20,RBS,10085530,Incidental expenses,-12
2017-04-20,RBS,10085530,Incidental expenses,-22.76
2017-04-20,RBS,10085530,Incidental expenses,-12
2017-04-20,RBS,10085530,Incidental expenses,-130.78
2017-04-20,RBS,10085530,Incidental expenses,-12
2017-04-20,RBS,10085530,Incidental expenses,-233.19
2017-04-11,WWW.THEGROCER.CO.UK,10085820,Subscriptions to pro bodies,116.4
2017-04-11,SPRINGVALE INSULATION,10085820,Project Programme Expenditure,399
2017-04-12,TRANSLINK WEB PAYMENTS,10085820,Rail Travel,45
2017-04-06,WWW.ACCOUNTS@IIA.ORG.U,10085820,Subscriptions to pro bodies,184
2017-04-07,BOULEVARD CAFE,10085820,Hospitality,17.5
2017-04-11,BELFAST CROWN.,10085820,Legal expenses - FSA,77
2017-04-20,BELFAST CROWN.,10085820,Legal expenses - FSA,110
2017-04-02,EAT,10085340,Subsis day time meal allowance,6.5
2017-04-03,MURPHY S PIZZA FLATBRE,10085340,Subsis day time meal allowance,14.19
2017-04-03,WWW.CJSEVENTS.CO.UK,10085340,Conference & meeting facilities,102.5
2017-04-03,WWW.CJSEVENTS.CO.UK,10085340,Conference & meeting facilities,102.5
2017-04-05,RESTAURANT PUB ST PATR,10085340,Subsis day time meal allowance,34.66
2017-04-07,FAIRMONT LE CHATEAU FR,10085340,Actual Bed and breakfast costs,110.03
2017-04-07,HEATHROW EXPRESS,10085340,Travel UK Other Travel,25
2017-04-07,KGX STN VTEC SST,10085340,Travel UK Other Travel,9.8
2017-04-24,EBOOKERS.COM,10085340,Car hire expenses (short term),85.42
2017-04-01,OYSTER AUTOTOPUP,10085350,Travel UK Taxi/Bus/Tube,20
2017-04-05,OYSTER AUTOTOPUP,10085350,Travel UK Taxi/Bus/Tube,20
2017-04-06,OYSTER AUTOTOPUP,10085350,Travel UK Taxi/Bus/Tube,20
2017-04-07,OYSTER AUTOTOPUP,10085370,Travel UK Taxi/Bus/Tube,20
2017-04-10,OYSTER AUTOTOPUP,10085370,Travel UK Taxi/Bus/Tube,20
2017-04-10,HALFORDS ON LINE,10085350,Meat inspection equip/consumables,559.93
2017-04-10,DETECTAMET LTD,10085350,Meat inspection equip/consumables,224.4
2017-04-10,ATP INSTRUMENTATION,10085350,Sample collect equip/consumable,600
2017-04-12,AMAZON UK MARKETPLACE,10085350,Meat inspection equip/consumables,95.4
2017-04-12,AMAZON UK RETAIL AMAZO,10085350,Meat inspection equip/consumables,73.32
2017-04-12,WWW.DS SMITH COR.CO.UK,10085350,Sample collect equip/consumable,85.21
2017-04-13,AMAZON EU,10085350,Meat inspection equip/consumables,48.88
2017-04-13,DWP,10085350,Health & safety advice,51.6
2017-04-14,OYSTER AUTOTOPUP,10085370,Travel UK Taxi/Bus/Tube,20
2017-04-14,OYSTER AUTOTOPUP,10085350,Travel UK Taxi/Bus/Tube,20
2017-04-20,WWW.WESTMINSTER-BRIEFI,10085370,Staff training: Corp Strategy,318.6
2017-04-21,OYSTER AUTOTOPUP,10085350,Travel UK Taxi/Bus/Tube,20
2017-04-26,OYSTER AUTOTOPUP,10085370,Travel UK Taxi/Bus/Tube,20
2017-04-27,OYSTER AUTOTOPUP,10085370,Travel UK Taxi/Bus/Tube,20
2017-04-28,COUNTRYWIDE HEALTHCARE,10085350,Meat inspection equip/consumables,122.4
2017-04-28,WWW.PUBLICPOLICYEXCHAN,10085350,Staff training: Corp Strategy,379.2
2017-04-03,SHL GROUP LTD,10085520,Recruitment & advertising charges,120
2017-04-19,WP-ACAS,10085520,Staff training: Corp Strategy,160
2017-04-05,APCOA PARKING (UK) LTD,10085452,Travel UK Other Travel,18.2
2017-04-15,CUSTOMER THERMOMETER,10085452,Subscriptions to pro bodies,36.32
2017-04-19,APCOA PARKING (UK) LTD,10085452,Travel UK Other Travel,18
2017-04-22,OYSTER AUTOTOPUP,10085452,Travel UK Taxi/Bus/Tube,20
2017-04-25,APCOA,10085452,Travel UK Other Travel,9.2
2017-04-01,OYSTER AUTOTOPUP,10085530,Travel UK Taxi/Bus/Tube,20
2017-04-10,APCOA PARKING (UK) LTD,10085530,Travel UK Other Travel,9
2017-04-03,AMAZON UK RETAIL AMAZO,10085460,Stationery,59.37
2017-04-04,THE FARMERS CLUB,10085460,Actual Bed and breakfast costs,123
